datetime,load,t1,t2,t3,t5,t9,t16,mean_temp,hr,month,is_holiday,is_weekend,mean_temp_lag1hr,mean_temp_lag2hr,load_lag1hr,load_lag2hr
2005-08-22 08:00:00,190.367,73,77,67,77,72,83,75.5,8,8,0,0,72.68181818181819,73.31818181818181,185.402,164.304
2005-08-22 09:00:00,202.609,73,81,70,82,73,86,79.72727272727273,9,8,0,0,75.5,72.68181818181819,190.367,185.402
2005-08-22 10:00:00,228.301,80,84,75,86,75,87,83.31818181818181,10,8,0,0,79.72727272727273,75.5,202.609,190.367
2005-08-22 11:00:00,260.083,85,90,79,88,79,89,86.0,11,8,0,0,83.31818181818181,79.72727272727273,228.301,202.609
2005-08-22 12:00:00,292.353,89,90,80,91,81,89,88.0,12,8,0,0,86.0,83.31818181818181,260.083,228.301
2005-08-22 13:00:00,320.234,92,95,82,93,81,89,88.5909090909091,13,8,0,0,88.0,86.0,292.353,260.083
2005-08-22 14:00:00,343.78,94,95,81,95,82,89,89.77272727272727,14,8,0,0,88.5909090909091,88.0,320.234,292.353
2005-08-22 15:00:00,361.287,96,95,81,95,81,89,90.36363636363636,15,8,0,0,89.77272727272727,88.5909090909091,343.78,320.234
2005-08-22 16:00:00,367.295,96,95,75,95,81,89,90.0,16,8,0,0,90.36363636363636,89.77272727272727,361.287,343.78
2005-08-22 17:00:00,367.935,96,95,76,95,81,89,89.31818181818181,17,8,0,0,90.0,90.36363636363636,367.295,361.287
2005-08-22 18:00:00,369.811,94,90,75,90,75,87,87.95454545454545,18,8,0,0,89.31818181818181,90.0,367.935,367.295
2005-08-22 19:00:00,369.08,92,88,72,86,73,86,84.9090909090909,19,8,0,0,87.95454545454545,89.31818181818181,369.811,367.935
2005-08-22 20:00:00,354.329,89,81,71,86,73,85,81.86363636363636,20,8,0,0,84.9090909090909,87.95454545454545,369.08,369.811
2005-08-22 21:00:00,349.392,85,81,70,82,72,85,80.18181818181819,21,8,0,0,81.86363636363636,84.9090909090909,354.329,369.08
2005-08-22 22:00:00,327.683,81,79,69,81,72,85,78.9090909090909,22,8,0,0,80.18181818181819,81.86363636363636,349.392,354.329
2005-08-22 23:00:00,279.184,79,77,69,79,72,85,77.86363636363636,23,8,0,0,78.9090909090909,80.18181818181819,327.683,349.392
2005-08-23 00:00:00,235.513,78,75,68,79,72,84,76.9090909090909,0,8,0,0,77.86363636363636,78.9090909090909,279.184,327.683
2005-08-23 01:00:00,203.296,77,75,68,79,72,84,76.77272727272727,1,8,0,0,76.9090909090909,77.86363636363636,235.513,279.184
2005-08-23 02:00:00,183.004,76,75,69,79,68,84,76.0,2,8,0,0,76.77272727272727,76.9090909090909,203.296,235.513
2005-08-23 03:00:00,170.649,74,75,69,77,70,83,75.63636363636364,3,8,0,0,76.0,76.77272727272727,183.004,203.296
2005-08-23 04:00:00,160.073,74,75,69,77,72,83,75.45454545454545,4,8,0,0,75.63636363636364,76.0,170.649,183.004
2005-08-23 05:00:00,156.639,73,75,69,77,66,83,74.4090909090909,5,8,0,0,75.45454545454545,75.63636363636364,160.073,170.649
2005-08-23 06:00:00,166.508,72,75,69,77,66,83,73.81818181818181,6,8,0,0,74.4090909090909,75.45454545454545,156.639,160.073
2005-08-23 07:00:00,190.29,71,75,69,77,66,83,73.72727272727273,7,8,0,0,73.81818181818181,74.4090909090909,166.508,156.639
2005-08-23 08:00:00,194.132,71,75,69,76,66,84,74.68181818181819,8,8,0,0,73.72727272727273,73.81818181818181,190.29,166.508
2005-08-23 09:00:00,196.25,71,75,70,75,68,86,76.4090909090909,9,8,0,0,74.68181818181819,73.72727272727273,194.132,190.29
2005-08-23 10:00:00,207.837,78,75,71,74,72,87,77.68181818181819,10,8,0,0,76.4090909090909,74.68181818181819,196.25,194.132
2005-08-23 11:00:00,231.373,83,81,73,73,72,87,77.9090909090909,11,8,0,0,77.68181818181819,76.4090909090909,207.837,196.25
2005-08-23 12:00:00,255.749,87,81,78,77,72,88,78.45454545454545,12,8,0,0,77.9090909090909,77.68181818181819,231.373,207.837
2005-08-23 13:00:00,278.441,89,82,77,77,73,84,78.95454545454545,13,8,0,0,78.45454545454545,77.9090909090909,255.749,231.373
2005-08-23 14:00:00,291.395,91,82,78,79,73,80,79.63636363636364,14,8,0,0,78.95454545454545,78.45454545454545,278.441,255.749
2005-08-23 15:00:00,306.559,93,82,77,82,73,76,80.18181818181819,15,8,0,0,79.63636363636364,78.95454545454545,291.395,278.441
2005-08-23 16:00:00,300.532,93,81,78,86,73,79,80.31818181818181,16,8,0,0,80.18181818181819,79.63636363636364,306.559,291.395
2005-08-23 17:00:00,287.586,93,81,74,86,73,81,80.45454545454545,17,8,0,0,80.31818181818181,80.18181818181819,300.532,306.559
2005-08-23 18:00:00,295.949,92,81,72,73,73,81,79.5,18,8,0,0,80.45454545454545,80.31818181818181,287.586,300.532
2005-08-23 19:00:00,297.077,90,81,72,73,72,82,77.72727272727273,19,8,0,0,79.5,80.45454545454545,295.949,287.586
2005-08-23 20:00:00,287.941,87,77,70,73,70,81,76.54545454545455,20,8,0,0,77.72727272727273,79.5,297.077,295.949
2005-08-23 21:00:00,295.169,84,77,69,73,72,81,75.27272727272727,21,8,0,0,76.54545454545455,77.72727272727273,287.941,297.077
2005-08-23 22:00:00,282.639,81,77,66,73,68,81,74.9090909090909,22,8,0,0,75.27272727272727,76.54545454545455,295.169,287.941
2005-08-23 23:00:00,246.362,80,77,67,73,66,81,74.45454545454545,23,8,0,0,74.9090909090909,75.27272727272727,282.639,295.169
2005-08-24 00:00:00,208.144,78,77,67,73,68,81,74.13636363636364,0,8,0,0,74.45454545454545,74.9090909090909,246.362,282.639
2005-08-24 01:00:00,179.949,78,77,67,75,66,81,73.86363636363636,1,8,0,0,74.13636363636364,74.45454545454545,208.144,246.362
2005-08-24 02:00:00,164.142,77,75,68,73,68,78,73.27272727272727,2,8,0,0,73.86363636363636,74.13636363636364,179.949,208.144
2005-08-24 03:00:00,153.599,76,75,67,73,66,76,73.04545454545455,3,8,0,0,73.27272727272727,73.86363636363636,164.142,179.949
2005-08-24 04:00:00,149.073,75,75,67,73,66,76,72.68181818181819,4,8,0,0,73.04545454545455,73.27272727272727,153.599,164.142
2005-08-24 05:00:00,149.623,74,75,67,73,66,75,72.45454545454545,5,8,0,0,72.68181818181819,73.04545454545455,149.073,153.599
2005-08-24 06:00:00,163.44,74,75,68,73,66,75,72.31818181818181,6,8,0,0,72.45454545454545,72.68181818181819,149.623,149.073
2005-08-24 07:00:00,190.22,73,75,68,73,66,75,72.0909090909091,7,8,0,0,72.31818181818181,72.45454545454545,163.44,149.623
2005-08-24 08:00:00,193.407,73,75,68,73,66,75,72.9090909090909,8,8,0,0,72.0909090909091,72.31818181818181,190.22,163.44
2005-08-24 09:00:00,192.032,73,77,70,75,68,75,74.77272727272727,9,8,0,0,72.9090909090909,72.0909090909091,193.407,190.22
2005-08-24 10:00:00,196.662,78,81,71,77,72,76,76.4090909090909,10,8,0,0,74.77272727272727,72.9090909090909,192.032,193.407
2005-08-24 11:00:00,205.35,81,82,72,77,73,78,78.27272727272727,11,8,0,0,76.4090909090909,74.77272727272727,196.662,192.032
2005-08-24 12:00:00,222.545,84,84,73,79,73,82,79.86363636363636,12,8,0,0,78.27272727272727,76.4090909090909,205.35,196.662
2005-08-24 13:00:00,245.728,86,90,76,79,73,82,81.5,13,8,0,0,79.86363636363636,78.27272727272727,222.545,205.35
2005-08-24 14:00:00,269.379,87,90,77,81,73,82,82.31818181818181,14,8,0,0,81.5,79.86363636363636,245.728,222.545
2005-08-24 15:00:00,285.802,88,88,79,82,73,81,83.18181818181819,15,8,0,0,82.31818181818181,81.5,269.379,245.728
2005-08-24 16:00:00,295.441,88,90,80,82,73,82,82.77272727272727,16,8,0,0,83.18181818181819,82.31818181818181,285.802,269.379
2005-08-24 17:00:00,314.213,88,90,80,84,73,83,82.68181818181819,17,8,0,0,82.77272727272727,83.18181818181819,295.441,285.802
2005-08-24 18:00:00,328.77,87,88,79,82,73,81,82.36363636363636,18,8,0,0,82.68181818181819,82.77272727272727,314.213,295.441
2005-08-24 19:00:00,325.961,85,82,76,79,73,79,80.63636363636364,19,8,0,0,82.36363636363636,82.68181818181819,328.77,314.213
2005-08-24 20:00:00,308.989,83,81,74,77,72,78,78.0909090909091,20,8,0,0,80.63636363636364,82.36363636363636,325.961,328.77
2005-08-24 21:00:00,309.728,79,77,73,75,72,78,76.0909090909091,21,8,0,0,78.0909090909091,80.63636363636364,308.989,325.961
2005-08-24 22:00:00,292.09,77,75,71,75,68,78,75.13636363636364,22,8,0,0,76.0909090909091,78.0909090909091,309.728,308.989
2005-08-24 23:00:00,246.609,75,75,69,75,66,77,74.18181818181819,23,8,0,0,75.13636363636364,76.0909090909091,292.09,309.728
2005-08-25 00:00:00,201.411,74,70,70,73,66,77,73.0909090909091,0,8,0,0,74.18181818181819,75.13636363636364,246.609,292.09
2005-08-25 01:00:00,169.908,73,70,69,73,68,77,72.5909090909091,1,8,0,0,73.0909090909091,74.18181818181819,201.411,246.609
2005-08-25 02:00:00,153.139,73,70,69,72,66,76,71.45454545454545,2,8,0,0,72.5909090909091,73.0909090909091,169.908,201.411
2005-08-25 03:00:00,142.783,72,70,69,72,66,76,70.86363636363636,3,8,0,0,71.45454545454545,72.5909090909091,153.139,169.908
2005-08-25 04:00:00,136.171,71,70,68,72,66,76,70.31818181818181,4,8,0,0,70.86363636363636,71.45454545454545,142.783,153.139
2005-08-25 05:00:00,135.167,70,68,69,72,66,75,69.5,5,8,0,0,70.31818181818181,70.86363636363636,136.171,142.783
2005-08-25 06:00:00,153.317,70,66,69,72,66,76,69.0,6,8,0,0,69.5,70.31818181818181,135.167,136.171
2005-08-25 07:00:00,188.541,69,66,70,72,66,76,68.54545454545455,7,8,0,0,69.0,69.5,153.317,135.167
2005-08-25 08:00:00,183.874,69,70,69,72,66,77,70.77272727272727,8,8,0,0,68.54545454545455,69.0,188.541,153.317
2005-08-25 09:00:00,180.097,69,75,70,73,68,78,73.9090909090909,9,8,0,0,70.77272727272727,68.54545454545455,183.874,188.541
2005-08-25 10:00:00,194.75,74,81,72,79,72,80,76.72727272727273,10,8,0,0,73.9090909090909,70.77272727272727,180.097,183.874
2005-08-25 11:00:00,214.17,78,82,74,81,73,81,78.95454545454545,11,8,0,0,76.72727272727273,73.9090909090909,194.75,180.097
2005-08-25 12:00:00,234.759,81,82,75,81,73,81,80.63636363636364,12,8,0,0,78.95454545454545,76.72727272727273,214.17,194.75
2005-08-25 13:00:00,255.22,83,84,76,82,73,81,81.4090909090909,13,8,0,0,80.63636363636364,78.95454545454545,234.759,214.17
2005-08-25 14:00:00,273.424,85,86,77,82,73,81,82.0909090909091,14,8,0,0,81.4090909090909,80.63636363636364,255.22,234.759
2005-08-25 15:00:00,286.587,86,88,78,84,73,82,82.5909090909091,15,8,0,0,82.0909090909091,81.4090909090909,273.424,255.22
2005-08-25 16:00:00,301.657,86,88,79,84,77,81,82.54545454545455,16,8,0,0,82.5909090909091,82.0909090909091,286.587,273.424
2005-08-25 17:00:00,313.733,86,86,78,84,75,80,82.45454545454545,17,8,0,0,82.54545454545455,82.5909090909091,301.657,286.587
2005-08-25 18:00:00,321.185,85,82,75,82,73,79,81.22727272727273,18,8,0,0,82.45454545454545,82.54545454545455,313.733,301.657
2005-08-25 19:00:00,313.141,83,82,75,79,72,77,79.4090909090909,19,8,0,0,81.22727272727273,82.45454545454545,321.185,313.733
2005-08-25 20:00:00,291.591,80,75,73,73,68,75,75.5909090909091,20,8,0,0,79.4090909090909,81.22727272727273,313.141,321.185
2005-08-25 21:00:00,290.536,76,75,69,72,66,75,72.72727272727273,21,8,0,0,75.5909090909091,79.4090909090909,291.591,313.141
2005-08-25 22:00:00,270.603,73,72,70,72,66,75,71.13636363636364,22,8,0,0,72.72727272727273,75.5909090909091,290.536,291.591
2005-08-25 23:00:00,226.051,71,70,69,70,66,75,69.86363636363636,23,8,0,0,71.13636363636364,72.72727272727273,270.603,290.536
2005-08-26 00:00:00,179.74,70,66,68,70,64,74,68.4090909090909,0,8,0,0,69.86363636363636,71.13636363636364,226.051,270.603
2005-08-26 01:00:00,150.781,69,66,68,70,66,74,67.36363636363636,1,8,0,0,68.4090909090909,69.86363636363636,179.74,226.051
2005-08-26 02:00:00,133.874,68,64,67,68,64,74,66.45454545454545,2,8,0,0,67.36363636363636,68.4090909090909,150.781,179.74
2005-08-26 03:00:00,123.843,66,64,66,70,64,74,65.77272727272727,3,8,0,0,66.45454545454545,67.36363636363636,133.874,150.781
2005-08-26 04:00:00,117.877,65,63,66,70,64,73,64.95454545454545,4,8,0,0,65.77272727272727,66.45454545454545,123.843,133.874
2005-08-26 05:00:00,118.083,65,63,66,68,63,73,64.45454545454545,5,8,0,0,64.95454545454545,65.77272727272727,117.877,123.843
2005-08-26 06:00:00,134.012,64,63,66,68,63,73,64.5,6,8,0,0,64.45454545454545,64.95454545454545,118.083,117.877
2005-08-26 07:00:00,166.936,63,61,66,68,63,72,64.18181818181819,7,8,0,0,64.5,64.45454545454545,134.012,118.083
2005-08-26 08:00:00,165.466,63,70,67,70,64,74,67.54545454545455,8,8,0,0,64.18181818181819,64.5,166.936,134.012
2005-08-26 09:00:00,163.105,63,75,68,72,66,77,71.95454545454545,9,8,0,0,67.54545454545455,64.18181818181819,165.466,166.936
2005-08-26 10:00:00,174.607,70,81,70,75,68,80,75.27272727272727,10,8,0,0,71.95454545454545,67.54545454545455,163.105,165.466
2005-08-26 11:00:00,192.191,75,81,71,79,73,80,77.31818181818181,11,8,0,0,75.27272727272727,71.95454545454545,174.607,163.105
2005-08-26 12:00:00,211.174,79,81,74,81,73,81,79.63636363636364,12,8,0,0,77.31818181818181,75.27272727272727,192.191,174.607
2005-08-26 13:00:00,231.405,82,81,76,81,75,82,80.5,13,8,0,0,79.63636363636364,77.31818181818181,211.174,192.191
2005-08-26 14:00:00,248.093,84,82,76,82,73,83,81.0,14,8,0,0,80.5,79.63636363636364,231.405,211.174
2005-08-26 15:00:00,265.823,86,82,78,82,73,79,81.81818181818181,15,8,0,0,81.0,80.5,248.093,231.405
2005-08-26 16:00:00,286.615,86,82,78,84,73,80,81.9090909090909,16,8,0,0,81.81818181818181,81.0,265.823,248.093
2005-08-26 17:00:00,302.833,86,82,76,82,72,78,81.5909090909091,17,8,0,0,81.9090909090909,81.81818181818181,286.615,265.823
2005-08-26 18:00:00,308.002,85,81,76,81,68,79,80.81818181818181,18,8,0,0,81.5909090909091,81.9090909090909,302.833,286.615
2005-08-26 19:00:00,295.096,83,81,74,81,68,77,78.9090909090909,19,8,0,0,80.81818181818181,81.5909090909091,308.002,302.833
2005-08-26 20:00:00,265.746,80,75,72,79,66,77,75.86363636363636,20,8,0,0,78.9090909090909,80.81818181818181,295.096,308.002
2005-08-26 21:00:00,258.914,77,75,71,77,66,77,74.5909090909091,21,8,0,0,75.86363636363636,78.9090909090909,265.746,295.096
2005-08-26 22:00:00,244.159,74,75,70,77,64,77,73.54545454545455,22,8,0,0,74.5909090909091,75.86363636363636,258.914,265.746
2005-08-26 23:00:00,218.804,73,75,69,77,64,76,72.72727272727273,23,8,0,0,73.54545454545455,74.5909090909091,244.159,258.914
2005-08-27 00:00:00,187.426,72,75,69,75,64,79,71.63636363636364,0,8,0,1,72.72727272727273,73.54545454545455,218.804,244.159
2005-08-27 01:00:00,159.644,71,75,68,75,64,78,71.22727272727273,1,8,0,1,71.63636363636364,72.72727272727273,187.426,218.804
2005-08-27 02:00:00,140.738,70,72,67,73,64,76,70.9090909090909,2,8,0,1,71.22727272727273,71.63636363636364,159.644,187.426
2005-08-27 03:00:00,130.743,69,72,65,73,63,79,70.54545454545455,3,8,0,1,70.9090909090909,71.22727272727273,140.738,159.644
2005-08-27 04:00:00,124.672,68,70,64,73,63,78,70.18181818181819,4,8,0,1,70.54545454545455,70.9090909090909,130.743,140.738
2005-08-27 05:00:00,121.977,67,70,63,73,63,78,69.77272727272727,5,8,0,1,70.18181818181819,70.54545454545455,124.672,130.743
2005-08-27 06:00:00,124.661,67,70,63,72,63,80,69.22727272727273,6,8,0,1,69.77272727272727,70.18181818181819,121.977,124.672
2005-08-27 07:00:00,129.756,66,72,63,72,63,80,69.13636363636364,7,8,0,1,69.22727272727273,69.77272727272727,124.661,121.977
2005-08-27 08:00:00,140.62,66,75,63,73,63,81,71.04545454545455,8,8,0,1,69.13636363636364,69.22727272727273,129.756,124.661
2005-08-27 09:00:00,167.2,66,77,64,75,64,80,74.0,9,8,0,1,71.04545454545455,69.13636363636364,140.62,129.756
2005-08-27 10:00:00,191.06,72,81,70,79,66,85,76.9090909090909,10,8,0,1,74.0,71.04545454545455,167.2,140.62
2005-08-27 11:00:00,211.729,76,82,71,81,66,86,79.0909090909091,11,8,0,1,76.9090909090909,74.0,191.06,167.2
2005-08-27 12:00:00,240.29,80,88,71,81,68,88,81.0,12,8,0,1,79.0909090909091,76.9090909090909,211.729,191.06
2005-08-27 13:00:00,268.772,82,88,73,82,72,85,81.86363636363636,13,8,0,1,81.0,79.0909090909091,240.29,211.729
2005-08-27 14:00:00,291.278,84,88,77,82,73,86,82.4090909090909,14,8,0,1,81.86363636363636,81.0,268.772,240.29
2005-08-27 15:00:00,308.965,85,90,78,84,73,85,83.18181818181819,15,8,0,1,82.4090909090909,81.86363636363636,291.278,268.772
2005-08-27 16:00:00,326.23,85,82,79,81,73,84,83.13636363636364,16,8,0,1,83.18181818181819,82.4090909090909,308.965,291.278
2005-08-27 17:00:00,339.781,85,84,78,81,73,83,82.68181818181819,17,8,0,1,83.13636363636364,83.18181818181819,326.23,308.965
2005-08-27 18:00:00,338.948,84,84,78,81,72,75,82.18181818181819,18,8,0,1,82.68181818181819,83.13636363636364,339.781,326.23
2005-08-27 19:00:00,326.84,83,82,76,81,72,77,80.72727272727273,19,8,0,1,82.18181818181819,82.68181818181819,338.948,339.781
2005-08-27 20:00:00,304.139,81,81,74,79,70,74,78.18181818181819,20,8,0,1,80.72727272727273,82.18181818181819,326.84,338.948
2005-08-27 21:00:00,298.056,78,77,74,77,68,76,76.0909090909091,21,8,0,1,78.18181818181819,80.72727272727273,304.139,326.84
2005-08-27 22:00:00,279.622,76,77,72,75,68,75,74.63636363636364,22,8,0,1,76.0909090909091,78.18181818181819,298.056,304.139
2005-08-27 23:00:00,248.049,74,77,71,75,66,77,74.54545454545455,23,8,0,1,74.63636363636364,76.0909090909091,279.622,298.056
2005-08-28 00:00:00,214.195,73,75,71,75,66,78,73.68181818181819,0,8,0,1,74.54545454545455,74.63636363636364,248.049,279.622
2005-08-28 01:00:00,181.033,73,75,70,73,66,79,73.04545454545455,1,8,0,1,73.68181818181819,74.54545454545455,214.195,248.049
2005-08-28 02:00:00,160.106,72,75,68,73,66,79,72.5909090909091,2,8,0,1,73.04545454545455,73.68181818181819,181.033,214.195
2005-08-28 03:00:00,145.237,71,75,68,73,64,79,71.63636363636364,3,8,0,1,72.5909090909091,73.04545454545455,160.106,181.033
2005-08-28 04:00:00,137.092,71,75,67,73,63,80,71.0909090909091,4,8,0,1,71.63636363636364,72.5909090909091,145.237,160.106
2005-08-28 05:00:00,132.354,70,72,67,73,63,79,70.68181818181819,5,8,0,1,71.0909090909091,71.63636363636364,137.092,145.237
2005-08-28 06:00:00,131.544,70,72,67,73,61,79,70.5909090909091,6,8,0,1,70.68181818181819,71.0909090909091,132.354,137.092
2005-08-28 07:00:00,134.607,69,72,67,73,61,75,70.45454545454545,7,8,0,1,70.5909090909091,70.68181818181819,131.544,132.354
2005-08-28 08:00:00,148.482,69,75,66,73,63,77,72.13636363636364,8,8,0,1,70.45454545454545,70.5909090909091,134.607,131.544
2005-08-28 09:00:00,187.564,69,81,66,75,63,78,75.0,9,8,0,1,72.13636363636364,70.45454545454545,148.482,134.607
2005-08-28 10:00:00,225.333,75,82,68,77,66,81,79.13636363636364,10,8,0,1,75.0,72.13636363636364,187.564,148.482
2005-08-28 11:00:00,249.553,79,84,73,82,72,82,81.68181818181819,11,8,0,1,79.13636363636364,75.0,225.333,187.564
2005-08-28 12:00:00,279.299,83,90,77,86,75,83,83.27272727272727,12,8,0,1,81.68181818181819,79.13636363636364,249.553,225.333
2005-08-28 13:00:00,309.477,85,90,80,87,79,84,84.77272727272727,13,8,0,1,83.27272727272727,81.68181818181819,279.299,249.553
2005-08-28 14:00:00,332.739,87,90,82,87,79,87,86.31818181818181,14,8,0,1,84.77272727272727,83.27272727272727,309.477,279.299
2005-08-28 15:00:00,349.774,88,93,82,88,79,84,87.31818181818181,15,8,0,1,86.31818181818181,84.77272727272727,332.739,309.477
2005-08-28 16:00:00,363.478,88,88,82,90,79,84,87.68181818181819,16,8,0,1,87.31818181818181,86.31818181818181,349.774,332.739
2005-08-28 17:00:00,374.054,88,86,81,90,79,84,87.22727272727273,17,8,0,1,87.68181818181819,87.31818181818181,363.478,349.774
2005-08-28 18:00:00,376.465,87,88,79,82,75,84,86.4090909090909,18,8,0,1,87.22727272727273,87.68181818181819,374.054,363.478
2005-08-28 19:00:00,366.902,85,84,78,81,73,82,83.9090909090909,19,8,0,1,86.4090909090909,87.22727272727273,376.465,374.054
2005-08-28 20:00:00,348.087,83,81,76,82,73,79,81.04545454545455,20,8,0,1,83.9090909090909,86.4090909090909,366.902,376.465
2005-08-28 21:00:00,342.004,82,82,74,81,73,78,78.5909090909091,21,8,0,1,81.04545454545455,83.9090909090909,348.087,366.902
2005-08-28 22:00:00,314.147,81,79,73,79,72,78,77.4090909090909,22,8,0,1,78.5909090909091,81.04545454545455,342.004,348.087
2005-08-28 23:00:00,264.583,79,78,71,77,72,78,76.04545454545455,23,8,0,1,77.4090909090909,78.5909090909091,314.147,342.004
2005-08-29 00:00:00,218.536,78,76,70,77,72,77,74.72727272727273,0,8,0,0,76.04545454545455,77.4090909090909,264.583,314.147
2005-08-29 01:00:00,184.407,77,75,70,77,68,78,74.22727272727273,1,8,0,0,74.72727272727273,76.04545454545455,218.536,264.583
2005-08-29 02:00:00,164.129,75,74,70,75,66,78,73.81818181818181,2,8,0,0,74.22727272727273,74.72727272727273,184.407,218.536
2005-08-29 03:00:00,151.927,73,73,69,75,66,78,73.0909090909091,3,8,0,0,73.81818181818181,74.22727272727273,164.129,184.407
2005-08-29 04:00:00,144.7,73,72,68,73,66,78,72.86363636363636,4,8,0,0,73.0909090909091,73.81818181818181,151.927,164.129
2005-08-29 05:00:00,143.163,73,71,68,75,66,80,72.31818181818181,5,8,0,0,72.86363636363636,73.0909090909091,144.7,151.927
2005-08-29 06:00:00,157.521,73,70,67,73,66,80,72.0909090909091,6,8,0,0,72.31818181818181,72.86363636363636,143.163,144.7
2005-08-29 07:00:00,189.799,70,69,68,73,64,80,72.36363636363636,7,8,0,0,72.0909090909091,72.31818181818181,157.521,143.163
2005-08-29 08:00:00,189.682,75,69,68,75,66,83,74.0,8,8,0,0,72.36363636363636,72.0909090909091,189.799,157.521
2005-08-29 09:00:00,185.612,81,69,70,77,68,84,75.72727272727273,9,8,0,0,74.0,72.36363636363636,189.682,189.799
2005-08-29 10:00:00,195.64,84,77,72,79,72,85,79.13636363636364,10,8,0,0,75.72727272727273,74.0,185.612,189.682
2005-08-29 11:00:00,216.916,86,81,73,81,73,86,81.95454545454545,11,8,0,0,79.13636363636364,75.72727272727273,195.64,185.612
2005-08-29 12:00:00,247.391,88,85,75,84,73,86,83.9090909090909,12,8,0,0,81.95454545454545,79.13636363636364,216.916,195.64
2005-08-29 13:00:00,281.574,90,87,76,86,79,89,85.31818181818181,13,8,0,0,83.9090909090909,81.95454545454545,247.391,216.916
2005-08-29 14:00:00,306.616,90,89,77,88,75,89,86.5,14,8,0,0,85.31818181818181,83.9090909090909,281.574,247.391
2005-08-29 15:00:00,322.997,91,91,78,90,75,87,86.63636363636364,15,8,0,0,86.5,85.31818181818181,306.616,281.574
2005-08-29 16:00:00,335.444,91,92,76,90,75,88,86.72727272727273,16,8,0,0,86.63636363636364,86.5,322.997,306.616
2005-08-29 17:00:00,353.54,91,92,77,90,75,87,86.27272727272727,17,8,0,0,86.72727272727273,86.63636363636364,335.444,322.997
2005-08-29 18:00:00,360.707,90,92,77,90,73,84,85.5,18,8,0,0,86.27272727272727,86.72727272727273,353.54,335.444
2005-08-29 19:00:00,348.16,88,90,75,88,73,82,83.22727272727273,19,8,0,0,85.5,86.27272727272727,360.707,353.54
2005-08-29 20:00:00,338.349,86,87,74,84,73,82,80.5,20,8,0,0,83.22727272727273,85.5,348.16,360.707
2005-08-29 21:00:00,347.214,83,83,73,82,73,81,80.04545454545455,21,8,0,0,80.5,83.22727272727273,338.349,348.16
2005-08-29 22:00:00,318.851,80,81,74,81,73,82,79.0,22,8,0,0,80.04545454545455,80.5,347.214,338.349
2005-08-29 23:00:00,271.152,79,79,74,79,72,82,78.36363636363636,23,8,0,0,79.0,80.04545454545455,318.851,347.214
2005-08-30 00:00:00,225.904,78,78,73,77,72,82,77.72727272727273,0,8,0,0,78.36363636363636,79.0,271.152,318.851
2005-08-30 01:00:00,196.214,77,77,72,77,72,79,77.13636363636364,1,8,0,0,77.72727272727273,78.36363636363636,225.904,271.152
2005-08-30 02:00:00,178.531,77,76,72,75,72,80,76.5,2,8,0,0,77.13636363636364,77.72727272727273,196.214,225.904
2005-08-30 03:00:00,167.566,76,75,72,77,72,78,76.18181818181819,3,8,0,0,76.5,77.13636363636364,178.531,196.214
2005-08-30 04:00:00,160.737,75,74,72,77,72,78,75.68181818181819,4,8,0,0,76.18181818181819,76.5,167.566,178.531
2005-08-30 05:00:00,161.651,74,74,72,73,72,80,75.22727272727273,5,8,0,0,75.68181818181819,76.18181818181819,160.737,167.566
2005-08-30 06:00:00,177.606,74,73,72,73,72,80,75.4090909090909,6,8,0,0,75.22727272727273,75.68181818181819,161.651,160.737
2005-08-30 07:00:00,214.058,73,72,72,73,72,80,75.13636363636364,7,8,0,0,75.4090909090909,75.22727272727273,177.606,161.651
2005-08-30 08:00:00,215.9,73,72,73,79,72,81,76.68181818181819,8,8,0,0,75.13636363636364,75.4090909090909,214.058,177.606
2005-08-30 09:00:00,210.327,73,72,73,82,72,82,78.95454545454545,9,8,0,0,76.68181818181819,75.13636363636364,215.9,214.058
2005-08-30 10:00:00,219.061,79,79,73,86,73,83,81.13636363636364,10,8,0,0,78.95454545454545,76.68181818181819,210.327,215.9
2005-08-30 11:00:00,239.631,83,84,75,88,73,83,83.5909090909091,11,8,0,0,81.13636363636364,78.95454545454545,219.061,210.327
2005-08-30 12:00:00,267.432,86,87,74,88,73,84,85.9090909090909,12,8,0,0,83.5909090909091,81.13636363636364,239.631,219.061
2005-08-30 13:00:00,289.651,88,89,73,82,73,85,86.9090909090909,13,8,0,0,85.9090909090909,83.5909090909091,267.432,239.631
2005-08-30 14:00:00,311.356,90,91,74,90,73,85,88.0,14,8,0,0,86.9090909090909,85.9090909090909,289.651,267.432
2005-08-30 15:00:00,324.157,91,93,79,88,73,86,88.45454545454545,15,8,0,0,88.0,86.9090909090909,311.356,289.651
2005-08-30 16:00:00,338.746,91,94,80,90,75,87,88.4090909090909,16,8,0,0,88.45454545454545,88.0,324.157,311.356
2005-08-30 17:00:00,355.041,91,94,78,90,73,86,87.5909090909091,17,8,0,0,88.4090909090909,88.45454545454545,338.746,324.157
2005-08-30 18:00:00,356.43,90,94,75,88,73,85,86.27272727272727,18,8,0,0,87.5909090909091,88.4090909090909,355.041,338.746
2005-08-30 19:00:00,351.014,89,92,75,86,73,84,84.31818181818181,19,8,0,0,86.27272727272727,87.5909090909091,356.43,355.041
2005-08-30 20:00:00,326.678,86,90,74,82,73,83,82.63636363636364,20,8,0,0,84.31818181818181,86.27272727272727,351.014,356.43
